,car_id,name,amount,region,condition,mileage
1708,g8j4Y16RrCVjXLmh3t0pZMR1,Toyota Camry 2007 Black, 2625000,"Edo State, Benin City",Nigerian Used,149642 
1709,i0SVM2av1IDl9EaSsrTCOzVH,Toyota Venza 2010 Black, 5250000,"Abuja (FCT), Mararaba",Foreign Used,179245 
1710,pWTY2l6F8YkBpL3McWgnZAhZ,Honda Pilot 2003 Blue, 1365000,"Abuja (FCT), Wuse",Nigerian Used,264100 
1711,oAg1zjU8CiRjP50G6OQEuDy1,Lexus ES 2005 Gray, 2100000,"Edo State, Benin City",Nigerian Used,341471 
1712,rDgCtVCSLIioXqAGcV6EsCmm,Toyota Corolla 2012 Red, 3120000,"Akwa Ibom State, Uyo",Nigerian Used,314480 
1713,zG0Fvo020tl6SfOv53FUfFLZ,Toyota 4-Runner 2003 Blue, 1891048,"Abuja (FCT), Katampe",Nigerian Used,179080 
1714,5qGGq2nJNrOmE66nCaYgLQEt,Jaguar S-Type 2008 Green, 3150000,"Abuja (FCT), Jabi",Foreign Used,52845 
1715,8JkcinssLTghR4q3zw077pR4,Land Rover Range Rover Evoque Pure 2012 Gray, 7350000,"Lagos State, Ilupeju",Nigerian Used,55749 
1716,nevOD89pYLNVUyWWUYX5s54k,Toyota RAV4 2013 Black, 7350000,"Lagos State, Lekki",Nigerian Used,88331 
1717,rUa1zh7RJVyENcWpMegVEwig,Mazda 6 2015 Black, 6825000,"Lagos State, Ilupeju",Nigerian Used,207764 
1718,v4iKaI8XaEGsGg0aOCTajvor,Mazda MPV 2004 Gray, 1560000,"Lagos State, Ikorodu",Nigerian Used,356842 
1719,gbVXT3rs1OPAnNKewEwrrszH,BMW 550i 2012 Gray, 4725000,"Abuja (FCT), Katampe",Foreign Used,97660 
1720,w6EFTiGL8OQoO5zebEKPOfj4,Toyota Camry 2007 Red, 2730000,"Abuja (FCT), Jabi",Nigerian Used,223760 
1721,aLA289ibg0iaNXnCtL1HyhLO,Nissan Rogue S 2008 Gray, 2677500,"Lagos State, Ikeja",Nigerian Used,171732 
1722,f19xiDwHU7CutpsgxqFxjGY3,Ford Edge 2008 Black, 2730000,"Lagos State, Ajah",Foreign Used,202690 
1723,857Q2qpQrXq8tdi4uSglYBr9,Toyota Camry 2002 Silver, 1820000,"Lagos State, Ikorodu",Nigerian Used,191601 
1724,7F59PA03okpBkoKoPrWnGPIw,Hyundai Sonata 2014 Blue, 3675000,"Abuja (FCT), Wuse",Foreign Used,164603 
1725,zd4NKyGagGqJ9ttBvcIxNnFr,Toyota Tacoma 2005 Silver, 4200000,"Lagos State, Ikeja",Nigerian Used,256819 
1726,bw2FnoGcT3GIe6VXMhHNGjJF,Honda Pilot 2007 Silver, 2100000,"Lagos State, Ikeja",Nigerian Used,182914 
1727,mmR55D87OdnS9zhpwPRTnNu7,Mercedes-Benz GL-Class GL 450 2008 White, 5407500,"Lagos State, Amuwo-Odofin",Foreign Used,268349 
1728,puknkwGEPsH1Bs0lsPMm1k7n,Toyota Avensis 2008 Black, 2288000,"Lagos State, Lekki",Nigerian Used,160845 
1729,b6E76Jumu0ToaKa6Ot4LhU10,Toyota Camry 2012 White, 5040000,"Abuja (FCT), Garki 2",Nigerian Used,335957 
1730,de0iBxQOjXxqif3Ge3cJScsq,Mitsubishi Outlander 2010 Black, 2310000,"Oyo State, Ibadan",Nigerian Used,185819 
1731,CxqCZ0YfbRxTVzA7H3QwF6vE,Mercedes-Benz E350 2010 Black, 5670000,"Abuja (FCT), Jabi",Nigerian Used,Nigerian Used
1732,nvTuc4owkzPfr6o8fe79vLU3,Lexus RX 300 2002 Gray, 1890000,"Delta State, Oshimili South",Nigerian Used,256404 
1733,2x9WzqiBpnc91COkLjSKudVc,Genesis G80 3.8 2018 Blue, 27300000,"Abuja (FCT), Garki 2",Foreign Used,64866 
1734,w2g7WSxCRvcQb0GNdiW1Z6tr,Toyota Tacoma 2000 Green, 1732500,"Lagos State, Ikeja",Nigerian Used,211995 
1735,tC1TIgCf1z7Dbt6XV9lKckvT,Ford Edge 2014 Silver, 3675000,"Lagos State, Ikeja",Nigerian Used,261791 
1736,ze49VVretpUFFqkM3bcDCfCS,Honda Accord 2010 Red, 2257500,"Lagos State, Victoria Island",Nigerian Used,130531 
1737,iPi827nkdRxe4iWyBJjSx3nS,Toyota Avensis 2012 Black, 2625000,"Abuja (FCT), Jabi",Nigerian Used,70274 
1738,wKB8trJ6deP1tqc93kTr52z3,Porsche Panamera 2018 Black, 53550000,"Lagos State, Ajah",Foreign Used,84900 
1739,7ysiZPX6NsT44wTLCPKdnKhl,BMW 328i 2015 Black, 6300000,"Abuja (FCT), Jabi",Nigerian Used,75339 
1740,5cK2mJplErWjAuIAfBovo7Yu,Infiniti G35 2007 Black, 2415000,"Oyo State, Ibadan",Nigerian Used,185694 
1741,AQNwOgCazguTORilDCc5Aucf,Acura MDX 2007 Red, 3150000,"Lagos State, Ojodu",Foreign Used,101800 
1742,fOokqleM9rhADowVMiqXfF93,Toyota Sienna 2009 Gray, 2100000,"Lagos State, Ogudu",Nigerian Used,94739 
1743,b7q1Sgcq9kJOx96xGQiNgkaf,Lexus IS 2006 Silver, 3150000,"Lagos State, Yaba",Nigerian Used,383001 
1744,86JgkXkAjBU6knZOdtzrolFw,Ford Explorer 2014 Black, 4147500,"Abuja (FCT), Wuse",Nigerian Used,158616 
1745,eNC2zzCbn9IRht4uBbf0OMEi,Mercedes-Benz G-Class 2020 Red, 36960000,"Lagos State, Ikeja",Nigerian Used,69109 
1746,C4ghm2bK8DKQwnUCkVx2amYm,Lexus ES 2002 White, 2310000,"Edo State, Benin City",Nigerian Used,405848 
1747,ut3WXNvazRj0yFugyMGc1nXo,Infiniti QX56 2012 Blue, 7350000,"Lagos State, Lekki",Nigerian Used,202163 
1748,poVdWtKqu6GZJppSSHBq997l,Honda Accord 2011 Orange, 2415000,"Lagos State, Alimosho",Nigerian Used,146813 
1749,sBzJPPfypRoaiJ5Yjgc3GWvT,Volvo S80 2008 Blue, 2520000,"Lagos State, Isolo",Foreign Used,146732 
1750,iRA2lRNIwJAZnuxqmbRhvvYw,Mazda 3 2010 Gray, 2625000,"Abuja (FCT), Mararaba",Nigerian Used,123559 
1751,6hNV4ovwhuLz6Ezu2YTtVy2j,Lexus ES 2014 Blue, 7770000,"Edo State, Benin City",Nigerian Used,15131 
1752,3ixnC6krPuDPezYZoCw4xrr2,Toyota Avanza 2011 Black, 2520000,"Lagos State, Isolo",Nigerian Used,211932 
1753,jZH3hkC9ubhPsGTm28EuNVwG,Acura TL 2005 Silver, 2520000,"Lagos State, Ikorodu",Nigerian Used,1863911 
1754,sBhy9KeYltlWuwSlfejsrirH,Honda Accord 2005 Gold, 1417500,"Abuja (FCT), Kubwa",Nigerian Used,313658 
1755,BbI9yKWX068QCYAt0Qti1EiS,Toyota Camry 2002 Gold, 1365000,"Ondo State, Akure",Nigerian Used,486400 
1756,8nEm1NJlB4z3yXjB1eNBw3OS,Honda Civic 2007 Black, 1365000,"Kwara State, Ilorin East",Nigerian Used,376376 
1758,zMXrRyn6zUvPEukL8Igl3CPe,Toyota Avensis 1.8 VVTi 2008 Blue, 1785000,"Akwa Ibom State, Uyo",Nigerian Used,256487 
1760,alm0RMkVPG6CCNe6XYfEPCal,Honda Accord 2007 Orange, 1312500,"Abuja (FCT), Gwarinpa",Nigerian Used,180591 
1767,hFAB5o0qXRENPfweLW1qHAxO,Mercedes-Benz C180 2002 Blue, 1522500,"Lagos State, Alimosho",Nigerian Used,62313 
1770,1CQUjjBdJl4cGzfpGwW2e2vn,Honda Pilot 2005 Gray, 3465000,"Lagos State, Ikorodu",Foreign Used,228468 
1771,yyaeMSr6QQeUd0fHiHblluHX,BMW X5 2008 White, 3360000,"Abuja (FCT), Wuse",Nigerian Used,171001 
1772,3WJDxnnwNxjV2J4G3DcE44iQ,Mercedes-Benz C-Class 2000 Silver, 2100000,"Kaduna State, Kaduna / Kaduna State",Nigerian Used,160932 
1773,wSJ72J7vPCl4blXrXKBczsqM,Toyota Camry 2002 Gray, 1872000,"Edo State, Benin City",Nigerian Used,333186 
1774,1hM336q5C3WgUjMXZNK0AMa9,Ford F-150 2005 Blue, 1890000,"Lagos State, Ojodu",Nigerian Used,313602 
1775,2XuBfqTUBm7lw7DeDO58FIaz,Lexus RX 350 2008 Brown, 3748500,"Lagos State, Amuwo-Odofin",Nigerian Used,123882 
1776,xuiALSB8rf8OxevvVO1oRqQn,Lexus RX 330 2006 Brown, 3801000,"Lagos State, Ajah",Nigerian Used,81399 
1777,dz7xJpg4lIYvJ7catMqX2p3R,Volkswagen Touareg 2010 Gray, 2730000,"Lagos State, Isolo",Nigerian Used,125382 
1778,wSJbXsiv1SDC5YwRkWE0uJxG,Acura TL 2011 White, 3328000,"Lagos State, Ifako-Ijaiye",Nigerian Used,122457 
1779,so2jG7yXGpUjn7YSrjkE85vt,Volkswagen Passat 2010 Black, 1365000,"Oyo State, Ibadan",Nigerian Used,212082 
1780,ix4ozRr7SrrxmYguYwORcmoM,Honda Accord 2008 Gray, 2467500,"Abuja (FCT), Garki 2",Nigerian Used,332710 
1781,oT0OLEsLCq89qhxOCWMOiIsI,Peugeot 206 2006 Silver, 2520000,"Abuja (FCT), Garki 2",Foreign Used,126725 
1782,g1sxYEuATDjUIBzNofKVikve,Toyota Corolla 2005 Black, 2310000,"Rivers State, Port-Harcourt",Nigerian Used,297592 
1783,gqfTkd3qxNSGPnTvEcCvyLSP,Toyota Corolla 1.8 2008 Black, 2730000,"Akwa Ibom State, Uyo",Nigerian Used,178659 
1784,8pQvbFtYzSJziHsGpdLEy5va,Toyota Rush 1.5 AWD 2019 Black, 15750000,"Lagos State, Lekki",Nigerian Used,65285 
1785,i6BJP0TOoIhksaOM33jSVfmU,Volkswagen Rabbit 2007 White, 2310000,"Lagos State, Ikeja",Nigerian Used,243060 
1786,oASCYpQZdO2zxiTz3Fc5vt0N,Mercedes-Benz GLK-Class 2014 Matt Black, 7581000,"Lagos State, Yaba",Nigerian Used,62769 
1787,wWOVfYzoSwSgl0jXatWySgny,Hyundai Sonata 2021 Black, 11025000,"Abuja (FCT), Mararaba",Nigerian Used,34288 
1788,a4NOgKoRQZdVqYZhwdrdHXts,Toyota Camry 2008 Black, 2835000,"Lagos State, Isolo",Nigerian Used,78535 
1789,aESTrC6rocSwjbQnE4QvJ5R6,Kia Sedona 2006 Blue, 1470000,"Ogun State, Ado-Odo/Ota",Nigerian Used,232963 
1790,mLxHnMAgzetV60z1NKVhur1B,Volvo S60 2012 Black, 3570000,"Oyo State, Ibadan",Foreign Used,111893 
1791,4UUFxBaAcXx2Ok3pqRDQrslP,Toyota Avanza 2006 Silver, 2100000,"Lagos State, Ikeja",Nigerian Used,356135 
1792,17ZYS1DZ9INNaMqvqUkPHVfD,Hyundai Santa Fe 2015 Black, 5880000,"Lagos State, Yaba",Nigerian Used,77814 
1793,wjGbNJE47VAso1WWiyIviTQc,Honda Accord 2.2 D 2003 Red, 1404000,"Lagos State, Ikoyi",Nigerian Used,97102 
1794,7pxCE34kMkonRpjp7VfVZBEt,Toyota Camry 2010 Gray, 2940000,"Edo State, Benin City",Nigerian Used,148279 
1795,8dpIrioUzi3blLWhiqtpyaTv,Toyota 4-Runner 2010 Silver, 9135000,"Lagos State, Ojodu",Nigerian Used,175220 
1796,yLeY6yYdVM7KBLJnAEbTmOD,Acura MDX 2007 Blue, 4680000,"Abuja (FCT), Wuse",Nigerian Used,84775 
1797,dGSsCSZRBq3lGdcGbEA4rAqr,Toyota 4-Runner 2007 Gold, 3675000,"Rivers State, Port-Harcourt",Nigerian Used,171744 
1798,cG5Auuneeuj5OT1LQwbzl18x,Ford Edge 2010 Silver, 3224000,"Lagos State, Ifako-Ijaiye",Nigerian Used,254063 
1799,w3U3G2VVkS34POlq9SXl3YJz,Toyota Camry 2007 Blue, 2835000,"Abuja (FCT), Wuse",Nigerian Used,147522 
1800,bjHdwpWjIorxvDfRZBj6f52H,Kia Rio 2020 Blue, 6825000,"Lagos State, Ikeja",Nigerian Used,9966 
1801,mgTqmwTrQasVnlOzvdVfbMt1,Lexus RX 330 2005 Silver, 7072000,"Lagos State, Ogudu",Foreign Used,233918 
1802,l3CZTIE7S05uRd798GEIY3aM,Lexus RX 330 2005 Blue, 7800000,"Lagos State, Ajah",Foreign Used,325429 
1803,3gjlM390Xxo64uexqkQCeO9o,Toyota Matrix 2005 Red, 2600000,"Oyo State, Ibadan",Nigerian Used,194606 
1804,f07H60ecUQYQ7uvXNpZmQvax,Lexus LS 2001 Silver, 1732500,"Lagos State, Isolo",Nigerian Used,85757 
1805,cqKh8iZm60HrTeGHrFkUXQCA,Honda Accord 2012 Black, 3120000,"Rivers State, Port-Harcourt",Nigerian Used,108030 
1806,pbnsRw8nhc9bwkmonfUEtmqP,Toyota Camry Hybrid 2008 Black, 2730000,"Oyo State, Ibadan",Nigerian Used,104405 
1807,r37SxOzZG4HLPjH0Mc8QziHg,Toyota Venza V6 2009 Black, 5355000,"Anambra State, Onitsha",Nigerian Used,1065 
1808,u5M3OqFWbUW3tCkD4fQhvq2U,Lexus RX 350 2015 White, 10400000,"Lagos State, Ajah",Nigerian Used,175110 
1809,l9JdYau7s1Y6xOFnMP5QpMVE,Toyota Corolla 2004 Silver, 2100000,"Abuja (FCT), Gwarinpa",Nigerian Used,258543 
1810,BdYoIvKjrfHI1mEch2bp8NRM,Acura TSX 2005 Silver, 2310000,"Oyo State, Ibadan",Nigerian Used,199566 
1811,rIWBqB5jzUxssS3VBnbQLIya,Jeep Wrangler Rubicon 4x4 2016 Gray, 17010000,"Lagos State, Ilupeju",Nigerian Used,59456 
1812,d7NqbRlvXZBzE9W1Lw2j1HIm,Acura MDX 2016 White, 8400000,"Kwara State, Ilorin East",Nigerian Used,101853 
1813,5Jc5BFa01uw5KUHPcT39fWGG,Volvo XC60 3.2 FWD 2010 Black, 5775000,"Lagos State, Ilupeju",Nigerian Used,122113 
1814,3x19FDnl6kWvaN4sQQX1gaMZ,Lexus RX 300 2002 Silver, 1995000,"Lagos State, Ilupeju",Nigerian Used,164433 
1815,mQhh5sJ1XygUSBmU4Jb2Cl41,Lexus ES 2008 Gray, 4305000,"Abuja (FCT), Jabi",Nigerian Used,98813 
1816,zqo5dBzhWai6hJpgsdm5fnXq,Acura CSX 2011 Silver, 7560000,"Edo State, Benin City",Foreign Used,228791 
1817,gjAs7CAxBnO3hlNi8KV1QDmd,Toyota RAV4 2019 Silver, 26000000,"Abuja (FCT), Katampe",Foreign Used,1409 
1818,kPhIyk0nR5P9bPBKNEgSGhWL,Lexus RX 330 2004 Gray, 4680000,"Oyo State, Ibadan",Nigerian Used,190963 
1819,jLlY5zEPMyx2i94OPbJWWzHG,Toyota Sienna 2012 Red, 7875000,"Ondo State, Akure",Foreign Used,240272 
1820,zqit2E7qb0Tl4lPMB4lgorR5,Lexus RX 2005 Blue, 3990000,"Ondo State, Akure",Nigerian Used,163694 
1821,BsglrgRMymBq30wz9fPywmVm,Toyota Camry 2007 White, 4515000,"Abuja (FCT), Kubwa",Foreign Used,109615 
1822,2NofnXmazs7UX9yBb6hOzqO3,Toyota Camry 2007 Silver, 3640000,"Edo State, Benin City",Nigerian Used,204522 
1823,iAqGB4wITjny16sA9yEnfREF,Toyota Camry 2012 Black, 5200000,"Abuja (FCT), Wuse",Nigerian Used,139661 
1824,wbjcCHWnyfNfJXizaGr2ANlu,Mercedes-Benz E350 2007 Gray, 5200000,"Lagos State, Magodo",Nigerian Used,240287 
1825,zFZzhr3QuiIJHWy99v1ekDm,Lexus GX 2014 Black, 30680000,"Edo State, Benin City",Foreign Used,118434 
1826,7CoVsMOW5F43NeDhVaq6HjId,Hyundai Veracruz 2009 Gold, 4200000,"Lagos State, Ikeja",Nigerian Used,92908 
1828,kd4sPRh8Mtcr7i53myXYbeiT,Lexus RX 350 2007 Blue, 5200000,"Abuja (FCT), Garki 2",Nigerian Used,327590 
1829,dQdtpgJ1f8J9Gy3rvXAXvcJr,Honda Crosstour 2010 Red, 5355000,"Lagos State, Amuwo-Odofin",Foreign Used,169384 
1830,oAtb3X07tlAU07gpxgJAoPgZ,BMW 3 Series 2014 White, 8400000,"Lagos State, Yaba",Nigerian Used,73577 
1831,bpvtSI4KonJkjEnQMpAjhSxl,Volkswagen Passat 2014 Black, 3675000,"Lagos State, Victoria Island",Nigerian Used,58967 
1832,o1dSBbrcwk8vHAI6q1D8ZQt,Volkswagen Polo 2001 Silver, 2100000,"Kwara State, Ilorin East",Foreign Used,296997 
1833,tRi97PeNcXGWm59ztVjgC2fC,Peugeot 307 2007 Black, 3780000,"Abuja (FCT), Jabi",Foreign Used,204999 
1834,hIaUKv1G5w4Cs3agjJOLw8ns,Mercury Mariner 2008 Black, 2730000,"Lagos State, Ikeja",Nigerian Used,231009 
1835,rnQSGyRP90cfawhnZ5BXC04Y,Mercedes-Benz M Class 2006 Silver, 5250000,"Lagos State, Ikorodu",Foreign Used,191138 
1836,8j2mY0G2AMfDfaWaKadmmYjx,Honda Civic 2014 Silver, 5040000,"Abuja (FCT), Jabi",Nigerian Used,139280 
1837,9WljSJiFcWbvCzObfVUWVJSB,Ford Edge 2013 Blue, 4680000,"Edo State, Benin City",Nigerian Used,115511 
1838,C0RcArzXDuNHZv1cb3Mn8wVk,Lexus RX 350 2007 Black, 4680000,"Abuja (FCT), Lugbe District",Nigerian Used,214122 
1839,tUtLkUSrwZXGEeFXwsnYDam8,Cadillac CTS 2013 Black, 9975000,"Abuja (FCT), Wuse",Nigerian Used,105746 
1840,cyvd8hyJ9VjYzNfcWDQndGrg,Honda Pilot 2004 Silver, 1680000,"Lagos State, Surulere",Nigerian Used,306447 
1841,zSJpv1YJTxGWqxwnRCrdLEcE,Lexus ES 2004 Black, 2100000,"Kwara State, Ilorin East",Nigerian Used,145735 
1842,av5YDZssY7aXkh8oHjya0Mqd,Lexus GS 2008 Black, 3045000,"Lagos State, Yaba",Nigerian Used,279553 
1843,ChXpV0R6mNxm53M78OJYMmp4,Volkswagen Routan 2010 Black, 2730000,"Lagos State, Ifako-Ijaiye",Nigerian Used,131356 
1844,eLpSiLnGjz56TVJzoup3mcfF,Acura RDX 2014 Brown, 6090000,"Lagos State, Ojodu",Nigerian Used,284460 
1845,gsryoXWCzxQ1PN4FZNqdgahD,Toyota Venza 2009 Black, 5985000,"Lagos State, Ojodu",Foreign Used,150669 
1846,zjQOCtM00Uz8gLqDj4BNyl95,Toyota RAV4 2006 Blue, 2875950,"Lagos State, Ikeja",Nigerian Used,89799 
1847,pw7eOKaZrP2L0nqVYDPqJg4V,Toyota Sienna 2006 Blue, 2625000,"Oyo State, Ibadan",Nigerian Used,357310 
1848,prNTD5yllHgYp4x52ez9yS4n,Honda Shuttle 1999 Blue, 1365000,"Oyo State, Ibadan",Nigerian Used,303371 
1849,fYtGX62IEKXhnxgvBgwfG4Wp,Volkswagen Golf 2008 Black, 2100000,"Lagos State, Ikeja",Nigerian Used,167186 
1850,wtIJZb6QKZvPoCgavoZUezyp,Honda Accord 2006 Black, 1995000,"Lagos State, Magodo",Nigerian Used,119518 
1851,Cl8w4OW7VB9FU01ja4XWXgLz,Ford Edge 2019 Black, 15225000,"Abuja (FCT), Kubwa",Nigerian Used,29986 
1852,9YQNm7ACZvFE3dmt3pueLRhJ,Lexus GS 300 AWD 2006 Silver, 3480748,"Abuja (FCT), Garki 2",Nigerian Used,222255 
1853,ttpqt3nx7KS3YU1dyfihDvGG,Toyota Corolla 2008 Black, 2604000,"Lagos State, Ajah",Nigerian Used,268535 
1854,ld4qYtNAUnntU36qHlfjtCY6,Toyota Highlander 2008 Gold, 6240000,"Edo State, Benin City",Nigerian Used,325184 
1855,icTlhJKhghusdjymzSfiCO4u,Mitsubishi SpaceWagon 2000 Blue, 2310000,"Oyo State, Ibadan",Nigerian Used,251196 
1856,7gInVKpKsK89bZajmMs3xAO,Lexus RX 350 2010 Black, 8400000,"Edo State, Benin City",Nigerian Used,163162 
1857,pJ0HxkIU1tkhVwF5bJlUbCsM,Volkswagen Jetta 2009 White, 2341500,"Oyo State, Ibadan",Nigerian Used,110007 
1858,n9XXpz4ZH1IZyLqYMmB3hVYp,Toyota Corolla 2009 Silver, 2835000,"Edo State, Benin City",Nigerian Used,169730 
1859,xxzUkpeM0NFaraGHwbQaBFQo,Land Rover Range Rover Sport 2011 White, 11440000,"Lagos State, Ikorodu",Nigerian Used,106761 
1860,cXmsXLtVTDTGsODQiZFVsTPd,Honda Ridgeline 2014 Silver, 5250000,"Lagos State, Ifako-Ijaiye",Nigerian Used,147306 
1861,dzuxh5lCZ6DzlKsPDnKH2YXp,Audi A6 2004 Blue, 2100000,"Oyo State, Ibadan",Nigerian Used,211443 
1862,rzQG0TbrHlhNvy3bLmQrxz9c,Toyota Highlander 2010 Blue, 4935000,"Lagos State, Ilupeju",Nigerian Used,141247 
1863,dKJCA5lsZ6jlEN705u0PPdrS,Toyota Matrix 2009 Blue, 3744000,"Abuja (FCT), Garki 2",Nigerian Used,122704 
1864,ucwvdoUUckbqyILhWnPuQPAA,Toyota Camry 2002 Gray, 1768000,"Edo State, Benin City",Nigerian Used,268118 
1865,fEC7MDG5cw8Bpi38PWdbSAAv,Toyota Avalon 2002 White, 1890000,"Oyo State, Ibadan",Foreign Used,107294 
1866,xbU5GqRD509ToCgaerSsTLmT,Toyota Camry 2008 Silver, 3150000,"Oyo State, Ibadan",Nigerian Used,309216 
1867,uqzBFNT53WWakVMxji7xOXsV,BMW 520i 2016 Gray, 8820000,"Lagos State, Ikeja",Nigerian Used,68673 
1868,7JX9fBXB8Jsq8m9FtXWEnviL,Honda Accord 2007 Gray, 1554000,"Lagos State, Ikeja",Nigerian Used,243931 
1869,ozYsZhoPuvf93qPAHGsIqVov,Mercedes-Benz GLK-Class 350 4MATIC 2011 White, 6615000,"Abuja (FCT), Garki 2",Nigerian Used,225463 
1870,xtYkqSWbLMNDZQMZQtCDdo7L,Lexus ES 330 Sedan 2004 Gold, 2912000,"Anambra State, Onitsha",Nigerian Used,252297 
1871,7YxONekvImgyyy6r1ssskA7U,Lexus RX 350 2016 Red, 25500000,"Lagos State, Ikeja",Foreign Used,92276 
1872,zR7jECxIChoesG2uUgI3TdvN,Lexus RX 330 2005 Black, 3990000,"Lagos State, Ikorodu",Nigerian Used,100699 
1873,zvq9KyLNNjeFF1kJHvEaW4gr,Hyundai Sonata 2013 Gray, 3675000,"Oyo State, Ibadan",Nigerian Used,65342 
1874,7EketiV4sSLVLkvGl4wFDDAB,Ford Explorer 2007 Brown, 2100000,"Lagos State, Ilupeju",Nigerian Used,135108 
1875,rlZHSn1zZZU5SDG8wsQyAdTg,Toyota Sienna 2000 Burgandy, 1680000,"Oyo State, Ibadan",Nigerian Used,304829 
1876,3Lbwpd2M3XeUihqi9oJQrg6x,Chrysler Pacifica 2007 Blue, 1890000,"Abuja (FCT), Jabi",Nigerian Used,204667 
1877,sDUurcnR0Qr85W7H1ek3Lie7,Honda CR-V 2006 Red, 1890000,"Abuja (FCT), Wuse",Nigerian Used,285668 
1878,qheia1FGDQyIMffd3FzML5Bo,Honda Accord 2003 Gray, 1365000,"Oyo State, Ibadan",Nigerian Used,264929 
1879,zbDmWn6OzT63RyTgLcWV78Mh,Mercedes-Benz C-Class 2007 Silver, 5040000,"Lagos State, Ifako-Ijaiye",Foreign Used,238472 
1880,giRD7xj1m8XnT0nupKfUdsvA,Toyota Camry 2010 Gold, 3045000,"Kaduna State, Kaduna / Kaduna State",Nigerian Used,236587 
1881,e13ihJxzCDZVssA78ErAal2,Kia Optima 2013 Black, 2835000,"Oyo State, Ibadan",Nigerian Used,164033 
1882,nPkDH2JDlHLXLI4HKdDZUF3a,Land Rover Range Rover 2012 Gray, 7350000,"Abuja (FCT), Garki 2",Nigerian Used,113861 
1883,uYPk2ZjMxHRLSjZ9uIsgd3yz,Land Rover Range Rover 2014 Blue, 18900000,"Lagos State, Lekki",Nigerian Used,66800 
1884,3OlH6hGEyNykTtVkeymx3o3x,Lexus ES 330 2005 Black, 3822000,"Lagos State, Ikeja",Foreign Used,376548 
1885,dbszfj5rtuoekq6o34egPyR3,Toyota Camry 2009 Gray, 2940000,"Kwara State, Ilorin East",Nigerian Used,288813 
1886,iRRXrp7PxtwnS2O4HkdWSu0W,Mercedes-Benz M Class 2012 White, 9765000,"Lagos State, Alimosho",Foreign Used,151248 
1887,C75I7AsrkUlx4OfzrbVEg7RC,Infiniti FX35 2007 Gray, 1995000,"Ondo State, Akure",Nigerian Used,196785 
1888,bpSt4PqyRKTQoEXN9iP21Ols,Land Rover Range Rover 2006 Black, 3276000,"Lagos State, Ikorodu",Nigerian Used,213452 
1889,7xrGBMZ2X2miLYBUsGR6ULlk,Ford Edge 2011 Red, 3360000,"Lagos State, Ajah",Nigerian Used,98420 
1890,aQBteUaegWlZJV1WjBY7rd5x,Honda Accord Sedan EX-L V-6 Automatic 2007 Black, 1575000,"Akwa Ibom State, Uyo",Nigerian Used,Nigerian Used
1891,n0seaRFWoGqy5ip59RLb5BZI,Infiniti G35 2008 Black, 4200000,"Lagos State, Ojodu",Nigerian Used,256118 
1892,aKy2CoasVpxtKmusiEspZKQB,Hyundai Elantra Limited 2012 Silver, 5304000,"Imo State, Owerri",Foreign Used,95184 
1893,hiYTJ46EDhjyBqkzWIkpXsga,Toyota RAV4 2004 Green, 2600000,"Oyo State, Ibadan",Nigerian Used,278897 
1894,31cW31pWt9Rct0ny8A7ZKKTn,Toyota Corolla 1.8 CE 2008 Gray, 2467500,"Lagos State, Isolo",Nigerian Used,175642 
1895,cEagY8wbXvYew7Swwvl5rYm3,Pontiac Vibe 2003 Red, 2288000,"Edo State, Benin City",Nigerian Used,439427 
1896,poy8K6CP4ixJOZ7vI8n1h0rN,Toyota Matrix 2010 Blue, 3744000,"Kaduna State, Kaduna / Kaduna State",Nigerian Used,173288 
1897,6DwUbYE09etSZnG9D6X4g7ZU,Volkswagen CC 2011 Black, 2940000,"Lagos State, Ikorodu",Nigerian Used,213526 
1898,i4XPjGtBjfq2WNm0ox5rL7AP,Volkswagen Golf 2001 Silver, 2100000,"Lagos State, Alimosho",Foreign Used,222532 
1899,xijzLHVB5u4i07PTJGMfBLcq,Toyota Highlander Limited 2008 Gold, 5928000,"Abuja (FCT), Kubwa",Nigerian Used,114839 
1900,pCo9med65FwEwCEnDuLKntub,Land Rover Range Rover Sport 2011 White, 7280000,"Edo State, Benin City",Nigerian Used,83112 
1901,k1OYCi6oEqQyKGHggChyNNFL,Pontiac Vibe 2004 White, 3255000,"Abuja (FCT), Lugbe District",Foreign Used,86029 
1902,kh8bRssH5je9XdwUrAjyWGeM,Lexus RX 330 2004 Blue, 3150000,"Akwa Ibom State, Uyo",Nigerian Used,147006 
1903,mEDzWUluSgzkPlsaMHigDnsT,Toyota Matrix 2003 Blue, 2100000,"Oyo State, Ibadan",Nigerian Used,250713 
1904,ua9eGMI7hffBH2c8QIzAWe8l,Toyota Corolla 2009 Black, 2496000,"Oyo State, Ibadan",Nigerian Used,272827 
1905,u9xipqzc3O3c5vLWl5fO9uMu,Jeep Liberty 2002 Red, 2940000,"Lagos State, Alimosho",Nigerian Used,244125 
1906,mrhf3keVPQ4bnBUe1s5UBdNL,Toyota Corolla 2008 Silver, 2352000,"Oyo State, Ibadan",Nigerian Used,277020 
1907,wuSMp2HCYazk2kYIuXVkjfuv,Land Rover Range Rover Sport 2016 White, 18900000,"Lagos State, Lekki",Nigerian Used,33384 
1908,yr2FCzKChQuNQ3YVrzHvy6XG,Toyota Camry 2011 Gold, 3675000,"Lagos State, Mushin",Nigerian Used,255524 
